card_id,name,set_code,supertype,subtypes,hp,types,evolves_from,retreat_cost,weaknesses,rarity,attacks_json,abilities_json,flavor_text
gym1-47,Erika's Oddish,gym1,Pokémon,Basic,40,Grass,,Colorless,Fire,Uncommon,"[{""name"": ""Poisonpowder"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]","[{""name"": ""Photosynthesis"", ""type"": ""Pokémon Power"", ""text"": ""All Energy cards attached to Erika's Oddish provide Grass Energy instead of their usual type. This power works even while Erika's Oddish is Asleep, Confused, or Paralyzed.""}]",
gym1-48,Erika's Weepinbell,gym1,Pokémon,Stage 1,60,Grass,Erika's Bellsprout,Colorless,Fire,Uncommon,"[{""name"": ""Drool"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Flytrap"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""20"", ""text"": ""Before doing damage, choose 1 of your opponent's Benched Pokémon and switch it with his or her Active Pokémon. This attack can't be used if your opponent has no Benched Pokémon.""}]",[],
gym1-49,Erika's Weepinbell,gym1,Pokémon,Stage 1,70,Grass,Erika's Bellsprout,Colorless|Colorless,Fire,Uncommon,"[{""name"": ""Sleep Poison"", ""cost"": [""Grass"", ""Colorless""], ""damage"": """", ""text"": ""The Defending Pokémon is now Asleep and Poisoned.""}, {""name"": ""Vine Whip"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": ""40"", ""text"": """"}]",[],
gym1-50,Lt. Surge's Magnemite,gym1,Pokémon,Basic,30,Lightning,,,Fighting,Uncommon,"[{""name"": ""Removal Pulse"", ""cost"": [""Lightning""], ""damage"": ""10"", ""text"": ""If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those Energy cards and discard it.""}, {""name"": ""Confusion Pulse"", ""cost"": [""Lightning"", ""Lightning""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],
gym1-51,Lt. Surge's Raticate,gym1,Pokémon,Stage 1,70,Colorless,Lt. Surge's Rattata,Colorless,Fighting,Uncommon,"[{""name"": ""Super Fang"", ""cost"": [""Colorless""], ""damage"": ""?"", ""text"": ""Does damage to the Defending Pokémon equal to half the Defending Pokémon's remaining HP (rounded up to the nearest 10).""}]",[],
gym1-52,Lt. Surge's Spearow,gym1,Pokémon,Basic,30,Colorless,,,Lightning,Uncommon,"[{""name"": ""Drill Peck"", ""cost"": [""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-53,Misty's Poliwhirl,gym1,Pokémon,Stage 1,70,Water,Misty's Poliwag,Colorless|Colorless,Grass,Uncommon,"[{""name"": ""Rapids"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon has any Energy cards attached to it, flip a coin. If heads, choose 1 of those Energy cards and discard it.""}, {""name"": ""Water Punch"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""30+"", ""text"": ""Flip a number of coins equal to the number of Water Energy attached to Misty's Poliwhirl. This attack does 30 damage plus 10 damage for each heads.""}]",[],
gym1-54,Misty's Psyduck,gym1,Pokémon,Basic,50,Water,,Colorless,Grass,Uncommon,"[{""name"": ""Scratch"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Call for Friend"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, you may search your deck for a Basic Pokémon with Misty in its name and put it onto your Bench. (You can't use this attack if your Bench is full.) Shuffle your deck afterward.""}]",[],
gym1-55,Misty's Seaking,gym1,Pokémon,Stage 1,70,Water,Misty's Goldeen,Colorless,Lightning,Uncommon,"[{""name"": ""Horn Attack"", ""cost"": [""Water""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Mud Splash"", ""cost"": [""Water"", ""Water""], ""damage"": ""30"", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and flip a coin. If heads, this attack does 10 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym1-56,Misty's Starmie,gym1,Pokémon,Stage 1,80,Water,Misty's Staryu,Colorless|Colorless,Lightning,Uncommon,"[{""name"": ""Water Gun"", ""cost"": [""Water""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Water Energy attached to Misty's Starmie but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.""}, {""name"": ""Bubblebeam"", ""cost"": [""Water"", ""Water"", ""Water""], ""damage"": ""30"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],
gym1-57,Misty's Tentacool,gym1,Pokémon,Basic,50,Water,,Colorless,Lightning,Uncommon,"[{""name"": ""Crystal Beam"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, your opponent can't attach Energy cards to the Defending Pokémon during his or her next turn.""}]",[],
gym1-58,Sabrina's Haunter,gym1,Pokémon,Stage 1,50,Psychic,Sabrina's Gastly,,,Uncommon,"[{""name"": ""Night Spirits"", ""cost"": [""Psychic"", ""Psychic""], ""damage"": ""30×"", ""text"": ""Flip a number of coins equal to the total number of Sabrina's Gastlys, Sabrina's Haunters, and Sabrina's Gengars you have in play. This attack does 30 damage times the number of heads.""}]",[],
gym1-59,Sabrina's Jynx,gym1,Pokémon,Basic,60,Psychic,,Colorless,Psychic,Uncommon,"[{""name"": ""Good Night"", ""cost"": [""Psychic""], ""damage"": ""10"", ""text"": ""The Defending Pokémon is now Asleep.""}, {""name"": ""Good Morning"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon was Asleep, it is no longer Asleep.""}]",[],
gym1-60,Sabrina's Slowbro,gym1,Pokémon,Stage 1,70,Psychic,Sabrina's Slowpoke,Colorless|Colorless,Psychic,Uncommon,"[{""name"": ""Naptime"", ""cost"": [""Psychic""], ""damage"": """", ""text"": ""Flip a coin. If heads, remove 3 damage counters from Sabrina's Slowbro and Sabrina's Slowbro is now Asleep. If Sabrina's Slowbro has fewer damage counters than that, remove all of them.""}, {""name"": ""Screaming Headbutt"", ""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": ""You can't use this attack during your next turn.""}]",[],
gym1-61,Blaine's Charmander,gym1,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Kindle"", ""cost"": [""Fire""], ""damage"": ""10"", ""text"": ""Discard 1 Energy card attached to Blaine's Charmander in order to use this attack. If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.""}, {""name"": ""Slash"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-62,Blaine's Growlithe,gym1,Pokémon,Basic,50,Fire,,Colorless,Water,Common,"[{""name"": ""Blaze"", ""cost"": [""Fire"", ""Fire""], ""damage"": ""20"", ""text"": ""Does 10 damage to each Grass Pokémon on your opponent's Bench. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym1-63,Blaine's Ponyta,gym1,Pokémon,Basic,40,Fire,,,Water,Common,"[{""name"": ""Agility"", ""cost"": [""Fire"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Blaine's Ponyta.""}]",[],
gym1-64,Blaine's Tauros,gym1,Pokémon,Basic,70,Colorless,,Colorless|Colorless,Fighting,Common,"[{""name"": ""3-Pronged Tail"", ""cost"": [""Colorless""], ""damage"": ""10×"", ""text"": ""Flip 3 coins. This attack does 10 damage times the number of heads.""}, {""name"": ""Full Speed Charge"", ""cost"": [""Colorless"", ""Colorless"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 4 coins. This attack does 20 damage times the number of heads to the Defending Pokémon and 20 damage times the number of tails to Blaine's Tauros.""}]",[],
gym1-65,Blaine's Vulpix,gym1,Pokémon,Basic,40,Fire,,Colorless,Water,Common,"[{""name"": ""Tail Fan"", ""cost"": [""Fire"", ""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]","[{""name"": ""Natural Healing"", ""type"": ""Pokémon Power"", ""text"": ""Once during your turn (before your attack), you may remove 1 damage counter from Blaine's Vulpix. This power can't be used if Blaine's Vulpix is Asleep, Confused, or Paralyzed.""}]",
gym1-66,Brock's Geodude,gym1,Pokémon,Basic,40,Fighting,,Colorless,Grass,Common,"[{""name"": ""Call for Friend"", ""cost"": [""Fighting""], ""damage"": """", ""text"": ""Flip a coin. If heads, you may search your deck for a Basic Pokémon card with Brock in its name and put it onto your Bench. Shuffle your deck afterward. (You can't use this attack if your Bench is full.)""}, {""name"": ""Hook Shot"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""20"", ""text"": ""Don't apply Resistance for this attack. (Any other effects that would happen after applying Resistance still happen.)""}]",[],
gym1-67,Brock's Mankey,gym1,Pokémon,Basic,40,Fighting,,,Psychic,Common,"[{""name"": ""Taunt"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and switch it with the Defending Pokémon.""}, {""name"": ""Light Kick"", ""cost"": [""Fighting""], ""damage"": ""10"", ""text"": """"}]",[],
gym1-68,Brock's Mankey,gym1,Pokémon,Basic,40,Fighting,,,Psychic,Common,"[{""name"": ""Fidget"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Shuffle your deck.""}, {""name"": ""Karate Chop"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""40-"", ""text"": ""Does 40 damage minus 10 damage for each damage counter on Brock's Mankey.""}]",[],
gym1-69,Brock's Onix,gym1,Pokémon,Basic,100,Fighting,,Colorless|Colorless|Colorless,Grass,Common,"[{""name"": ""Bellow"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Rock Throw"", ""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""damage"": ""30"", ""text"": """"}]",[],
gym1-70,Brock's Rhyhorn,gym1,Pokémon,Basic,70,Fighting,,Colorless|Colorless|Colorless,Grass,Common,"[{""name"": ""Drill Tackle"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""70"", ""text"": ""Flip 2 coins. If 1 or both of them are tails, this attack does nothing.""}]",[],
gym1-71,Brock's Sandshrew,gym1,Pokémon,Basic,40,Fighting,,Colorless,Grass,Common,"[{""name"": ""Defense Curl"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Flip a coin. If heads, prevent all damage done to Brock's Sandshrew during your opponent's next turn. (Any other effects of attacks still happen.)""}, {""name"": ""Rolling Attack"", ""cost"": [""Fighting"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-72,Brock's Sandshrew,gym1,Pokémon,Basic,50,Fighting,,Colorless,Grass,Common,"[{""name"": ""Sand Pit"", ""cost"": [""Fighting"", ""Fighting""], ""damage"": ""20"", ""text"": ""The Defending Pokémon can't retreat during your opponent's next turn.""}]",[],
gym1-73,Brock's Vulpix,gym1,Pokémon,Basic,40,Fire,,Colorless,Water,Common,"[{""name"": ""Flame"", ""cost"": [""Fire""], ""damage"": ""20"", ""text"": """"}, {""name"": ""Quick Attack"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Flip a coin. If heads, this attack does 10 damage plus 20 more damage; if tails, this attack does 10 damage.""}]",[],
gym1-74,Brock's Zubat,gym1,Pokémon,Basic,40,Grass,,,Psychic,Common,"[{""name"": ""Wing Attack"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Poison Fang"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}]",[],
gym1-75,Erika's Bellsprout,gym1,Pokémon,Basic,40,Grass,,Colorless,Fire,Common,"[{""name"": ""Poison Vine"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Poisoned.""}, {""name"": ""Vine Whip"", ""cost"": [""Grass"", ""Grass""], ""damage"": ""30"", ""text"": """"}]",[],
gym1-76,Erika's Bellsprout,gym1,Pokémon,Basic,50,Grass,,Colorless,Fire,Common,"[{""name"": ""Careless Tackle"", ""cost"": [""Colorless""], ""damage"": ""20"", ""text"": ""Erika's Bellsprout does 10 damage to itself.""}]",[],
gym1-77,Erika's Exeggcute,gym1,Pokémon,Basic,40,Grass,,Colorless,Fire,Common,"[{""name"": ""Eggsplosion"", ""cost"": [""Colorless""], ""damage"": ""10×"", ""text"": ""Flip a number of coins equal to the number of Energy attached to Erika's Exeggcute. This attack does 10 damage times the number of heads.""}, {""name"": ""Psychic"", ""cost"": [""Psychic"", ""Colorless""], ""damage"": ""10+"", ""text"": ""Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokémon.""}]",[],
gym1-78,Erika's Oddish,gym1,Pokémon,Basic,50,Grass,,Colorless,Fire,Common,"[{""name"": ""Blot"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": ""If there are any damage counters on Erika's Oddish, remove 1 of them.""}, {""name"": ""Sporadic Sponging"", ""cost"": [""Grass"", ""Colorless""], ""damage"": ""20"", ""text"": ""If Erika's Oddish has any damage counters on it, flip a coin. If heads, remove 1 of those damage counters.""}]",[],
gym1-79,Erika's Tangela,gym1,Pokémon,Basic,60,Grass,,Colorless|Colorless,Fire,Common,"[{""name"": ""Vine Slap"", ""cost"": [""Grass""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Stretch Vine"", ""cost"": [""Grass"", ""Grass"", ""Colorless""], ""damage"": """", ""text"": ""If your opponent has any Benched Pokémon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]",[],
gym1-80,Lt. Surge's Magnemite,gym1,Pokémon,Basic,40,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Thundershock"", ""cost"": [""Lightning""], ""damage"": ""10"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}, {""name"": ""Tackle"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-81,Lt. Surge's Pikachu,gym1,Pokémon,Basic,50,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Charge"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""Take 1 Lightning Energy card from your discard pile and attach it to Lt. Surge's Pikachu.""}, {""name"": ""Lightning Tail"", ""cost"": [""Lightning"", ""Lightning""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed.""}]",[],
gym1-82,Lt. Surge's Rattata,gym1,Pokémon,Basic,40,Colorless,,Colorless,Fighting,Common,"[{""name"": ""Focus Energy"", ""cost"": [""Colorless""], ""damage"": """", ""text"": ""During your next turn, Lt. Surge's Rattata's Gnaw attack's base damage is doubled.""}, {""name"": ""Gnaw"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-83,Lt. Surge's Spearow,gym1,Pokémon,Basic,50,Colorless,,,Lightning,Common,"[{""name"": ""Whirlwind"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": ""If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)""}, {""name"": ""Razor Wind"", ""cost"": [""Colorless"", ""Colorless""], ""damage"": ""40"", ""text"": ""Flip a coin. If tails, this attack does nothing.""}]",[],
gym1-84,Lt. Surge's Voltorb,gym1,Pokémon,Basic,40,Lightning,,Colorless,Fighting,Common,"[{""name"": ""Spin Ball"", ""cost"": [""Lightning""], ""damage"": ""20×"", ""text"": ""Flip 1 coin. This attack does 20 damage times the number of heads.""}, {""name"": ""Double Spin"", ""cost"": [""Lightning"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 2 coins. This attack does 20 damage times the number of heads.""}]",[],
gym1-85,Misty's Goldeen,gym1,Pokémon,Basic,40,Water,,Colorless,Lightning,Common,"[{""name"": ""Fury Attack"", ""cost"": [""Colorless""], ""damage"": ""10×"", ""text"": ""Flip 2 coins. This attack does 10 damage times the number of heads.""}, {""name"": ""Supersonic"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Confused.""}]",[],
gym1-86,Misty's Horsea,gym1,Pokémon,Basic,40,Water,,,Lightning,Common,"[{""name"": ""Tackle"", ""cost"": [""Water""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Smokescreen"", ""cost"": [""Water"", ""Water""], ""damage"": ""20"", ""text"": ""If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.""}]",[],
gym1-87,Misty's Poliwag,gym1,Pokémon,Basic,50,Water,,Colorless,Grass,Common,"[{""name"": ""Hypnotic Stare"", ""cost"": [""Water""], ""damage"": """", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.""}, {""name"": ""Tail Rap"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20×"", ""text"": ""Flip 2 coins. This attack does 20 damage times the number of heads.""}]",[],
gym1-88,Misty's Seel,gym1,Pokémon,Basic,60,Water,,Colorless,Lightning,Common,"[{""name"": ""Aurora Beam"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20"", ""text"": """"}]",[],
gym1-89,Misty's Shellder,gym1,Pokémon,Basic,40,Water,,Colorless,Lightning,Common,"[{""name"": ""Tackle"", ""cost"": [""Colorless""], ""damage"": ""10"", ""text"": """"}, {""name"": ""Clamp"", ""cost"": [""Water"", ""Colorless""], ""damage"": ""20"", ""text"": ""Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, this attack does nothing (not even damage).""}]",[],
